institution_name,conference,subdivision,has_football,sport,conference_fin,subdivision_fin,has_football_fin,men_participants,women_participants,revenue_men,revenue_women,expense_men,expense_women,wins,losses,ties,cohort_year,gsr,fgr,nil100_player_count,nil100_sum_valuation_estimate,aid_share_of_revenue,revenue_total,expense_total
Virginia Polytechnic Institute and State University,ACC,P5,1,basketball,ACC,P5,1.0,15.0,11.0,8485407.0,2046594.0,9504271.0,4459989.0,19.0,13.0,0.0,2018.0,100.0,58.0,0.0,0.0,0.1375330703989527,10532001.0,13964260.0
Virginia Polytechnic Institute and State University,ACC,P5,1,volleyball,ACC,P5,1.0,,19.0,,348944.0,,1767653.0,12.0,19.0,0.0,2018.0,91.0,80.0,0.0,0.0,0.1375330703989527,348944.0,1767653.0
University of Virginia-Main Campus,ACC,P5,1,football,ACC,P5,1.0,127.0,,51441991.0,,33611796.0,,11.0,3.0,0.0,2018.0,95.0,83.0,1.0,1500000.0,0.1681712789285223,51441991.0,33611796.0
University of Virginia-Main Campus,ACC,P5,1,basketball,ACC,P5,1.0,19.0,38.0,17841957.0,5796602.0,16646407.0,5796602.0,30.0,6.0,0.0,2018.0,83.0,55.0,0.0,0.0,0.1681712789285223,23638559.0,22443009.0
University of Virginia-Main Campus,ACC,P5,1,volleyball,ACC,P5,1.0,,19.0,,2309426.0,,2309426.0,13.0,17.0,0.0,2018.0,100.0,91.0,0.0,0.0,0.1681712789285223,2309426.0,2309426.0
Wake Forest University,ACC,P5,1,football,ACC,P5,1.0,130.0,,39399925.0,,39399925.0,,9.0,4.0,0.0,2018.0,99.0,71.0,0.0,0.0,0.1871434473872189,39399925.0,39399925.0
Wake Forest University,ACC,P5,1,basketball,ACC,P5,1.0,17.0,22.0,13055099.0,4702870.0,13055099.0,4702870.0,18.0,17.0,0.0,2018.0,80.0,19.0,0.0,0.0,0.1871434473872189,17757969.0,17757969.0
Wake Forest University,ACC,P5,1,volleyball,ACC,P5,1.0,,20.0,,2573425.0,,2573425.0,15.0,16.0,0.0,2018.0,100.0,69.0,0.0,0.0,0.1871434473872189,2573425.0,2573425.0
University of Notre Dame,ACC,P5,1,football,ACC,P5,1.0,124.0,,195723436.0,,93255797.0,,10.0,2.0,0.0,2018.0,98.0,81.0,4.0,6700000.0,0.1072280839761593,195723436.0,93255797.0
University of Notre Dame,ACC,P5,1,basketball,ACC,P5,1.0,17.0,12.0,13245301.0,9051995.0,13245301.0,9051995.0,13.0,18.0,0.0,2018.0,100.0,75.0,0.0,0.0,0.1072280839761593,22297296.0,22297296.0
University of Notre Dame,ACC,P5,1,volleyball,ACC,P5,1.0,,22.0,,3691281.0,,3691281.0,12.0,16.0,0.0,2018.0,100.0,90.0,0.0,0.0,0.1072280839761593,3691281.0,3691281.0
Oregon State University,Pac-12,P5,1,football,Pac-12,P5,1.0,116.0,,32621301.0,,23847865.0,,2.0,10.0,0.0,2018.0,86.0,55.0,0.0,0.0,0.1073050346441212,32621301.0,23847865.0
Oregon State University,Pac-12,P5,1,basketball,Pac-12,P5,1.0,16.0,27.0,9165896.0,5009884.0,6899222.0,5009884.0,20.0,13.0,0.0,2018.0,54.0,33.0,0.0,0.0,0.1073050346441212,14175780.0,11909106.0
Oregon State University,Pac-12,P5,1,volleyball,Pac-12,P5,1.0,,14.0,,1909379.0,,1909379.0,19.0,9.0,0.0,2018.0,100.0,67.0,0.0,0.0,0.1073050346441212,1909379.0,1909379.0
Washington State University,Pac-12,P5,1,football,Pac-12,P5,1.0,124.0,,38831529.0,,22896016.0,,7.0,6.0,0.0,2018.0,80.0,47.0,0.0,0.0,0.13652792547588,38831529.0,22896016.0
Washington State University,Pac-12,P5,1,basketball,Pac-12,P5,1.0,14.0,13.0,6640383.0,870584.0,4336028.0,3718741.0,12.0,20.0,0.0,2018.0,92.0,40.0,0.0,0.0,0.13652792547588,7510967.0,8054769.0
Washington State University,Pac-12,P5,1,volleyball,Pac-12,P5,1.0,,24.0,,1130274.0,,1902894.0,17.0,11.0,0.0,2018.0,100.0,73.0,0.0,0.0,0.13652792547588,1130274.0,1902894.0
Butler University,Big East,non-P5,1,football,Big East,non-P5,1.0,119.0,,1498263.0,,1421775.0,,6.0,6.0,0.0,2018.0,95.0,,0.0,0.0,0.1871873979328979,1498263.0,1421775.0
Butler University,Big East,non-P5,1,basketball,Big East,non-P5,1.0,14.0,29.0,12918057.0,3168933.0,9560281.0,3200508.0,16.0,16.0,0.0,2018.0,83.0,75.0,0.0,0.0,0.1871873979328979,16086990.0,12760789.0
Butler University,Big East,non-P5,1,volleyball,Big East,non-P5,1.0,,22.0,,1205171.0,,1215599.0,12.0,17.0,0.0,2018.0,79.0,58.0,0.0,0.0,0.1871873979328979,1205171.0,1215599.0
Creighton University,Big East,non-P5,0,basketball,Big East,non-P5,0.0,16.0,11.0,19767613.0,1281546.0,14019614.0,3166071.0,16.0,18.0,0.0,2018.0,80.0,42.0,1.0,2700000.0,0.1545472377996514,21049159.0,17185685.0
Creighton University,Big East,non-P5,0,volleyball,Big East,non-P5,0.0,,19.0,,2249516.0,,2328459.0,28.0,6.0,0.0,2018.0,100.0,73.0,0.0,0.0,0.1545472377996514,2249516.0,2328459.0
Creighton University,Big East,non-P5,0,soccer,Big East,non-P5,0.0,31.0,30.0,1165236.0,1009607.0,1635003.0,1607978.0,8.0,4.0,4.0,2018.0,100.0,33.0,0.0,0.0,0.1545472377996514,2174843.0,3242981.0
DePaul University,Big East,non-P5,0,basketball,Big East,non-P5,0.0,14.0,16.0,12746533.0,5519337.0,12746533.0,5519337.0,16.0,16.0,0.0,2018.0,60.0,27.0,0.0,0.0,0.1530777432582935,18265870.0,18265870.0
DePaul University,Big East,non-P5,0,volleyball,Big East,non-P5,0.0,,15.0,,1335270.0,,1335270.0,14.0,13.0,0.0,2018.0,86.0,82.0,0.0,0.0,0.1530777432582935,1335270.0,1335270.0
DePaul University,Big East,non-P5,0,soccer,Big East,non-P5,0.0,30.0,31.0,1310822.0,1403151.0,1310822.0,1403151.0,2.0,8.0,7.0,2018.0,78.0,61.0,0.0,0.0,0.1530777432582935,2713973.0,2713973.0
Georgetown University,Big East,non-P5,1,football,Big East,non-P5,1.0,100.0,,2575007.0,,2575007.0,,6.0,6.0,0.0,2018.0,97.0,85.0,0.0,0.0,0.2158844029245432,2575007.0,2575007.0
Georgetown University,Big East,non-P5,1,basketball,Big East,non-P5,1.0,16.0,18.0,17459258.0,4034580.0,17459258.0,4034580.0,16.0,18.0,0.0,2018.0,63.0,25.0,0.0,0.0,0.2158844029245432,21493838.0,21493838.0
Georgetown University,Big East,non-P5,1,volleyball,Big East,non-P5,1.0,,17.0,,1620817.0,,1620817.0,14.0,15.0,0.0,2018.0,100.0,100.0,0.0,0.0,0.2158844029245432,1620817.0,1620817.0
Marquette University,Big East,non-P5,0,basketball,Big East,non-P5,0.0,20.0,12.0,25734325.0,4774668.0,20053484.0,4774607.0,12.0,20.0,0.0,2018.0,82.0,58.0,1.0,4000000.0,0.1459810840928582,30508993.0,24828091.0
Marquette University,Big East,non-P5,0,volleyball,Big East,non-P5,0.0,,16.0,,2469167.0,,2469167.0,18.0,11.0,0.0,2018.0,100.0,69.0,0.0,0.0,0.1459810840928582,2469167.0,2469167.0
Marquette University,Big East,non-P5,0,soccer,Big East,non-P5,0.0,33.0,32.0,1334925.0,1744552.0,1334925.0,1744552.0,7.0,7.0,2.0,2018.0,100.0,57.0,0.0,0.0,0.1459810840928582,3079477.0,3079477.0
Providence College,Big East,non-P5,0,basketball,Big East,non-P5,0.0,16.0,15.0,12518606.0,5171580.0,12518606.0,5171580.0,15.0,18.0,0.0,2018.0,82.0,43.0,1.0,3000000.0,0.2320108098764739,17690186.0,17690186.0
Providence College,Big East,non-P5,0,volleyball,Big East,non-P5,0.0,,17.0,,1283845.0,,1283845.0,12.0,17.0,0.0,2018.0,100.0,75.0,0.0,0.0,0.2320108098764739,1283845.0,1283845.0
Providence College,Big East,non-P5,0,soccer,Big East,non-P5,0.0,40.0,31.0,2570147.0,1875547.0,2570147.0,1875547.0,6.0,7.0,3.0,2018.0,100.0,83.0,0.0,0.0,0.2320108098764739,4445694.0,4445694.0
Seton Hall University,Big East,non-P5,0,basketball,Big East,non-P5,0.0,17.0,15.0,9788925.0,4388420.0,9788925.0,4388420.0,21.0,12.0,0.0,2018.0,100.0,36.0,0.0,0.0,0.2805474025321756,14177345.0,14177345.0
Seton Hall University,Big East,non-P5,0,volleyball,Big East,non-P5,0.0,,23.0,,1197626.0,,1197626.0,6.0,21.0,0.0,2018.0,100.0,100.0,0.0,0.0,0.2805474025321756,1197626.0,1197626.0
Seton Hall University,Big East,non-P5,0,soccer,Big East,non-P5,0.0,34.0,31.0,1433534.0,1576966.0,1433534.0,1576966.0,7.0,4.0,8.0,2018.0,93.0,29.0,0.0,0.0,0.2805474025321756,3010500.0,3010500.0
St. John's University-New York,Big East,non-P5,0,basketball,Big East,non-P5,0.0,13.0,14.0,31994396.0,6689315.0,31994396.0,6689315.0,30.0,7.0,0.0,2018.0,80.0,17.0,2.0,8200000.0,0.1441612322666931,38683711.0,38683711.0
St. John's University-New York,Big East,non-P5,0,volleyball,Big East,non-P5,0.0,,14.0,,1495633.0,,1495633.0,10.0,19.0,0.0,2018.0,100.0,73.0,0.0,0.0,0.1441612322666931,1495633.0,1495633.0
St. John's University-New York,Big East,non-P5,0,soccer,Big East,non-P5,0.0,41.0,32.0,1645216.0,1495231.0,1645216.0,1495231.0,9.0,6.0,4.0,2018.0,85.0,21.0,0.0,0.0,0.1441612322666931,3140447.0,3140447.0
Villanova University,Big East,non-P5,1,football,Big East,non-P5,1.0,96.0,,8800183.0,,8800183.0,,12.0,3.0,0.0,2018.0,95.0,87.0,0.0,0.0,0.2767968876617602,8800183.0,8800183.0
Villanova University,Big East,non-P5,1,basketball,Big East,non-P5,1.0,15.0,28.0,16554290.0,5158438.0,15910105.0,5158438.0,24.0,9.0,0.0,2018.0,100.0,50.0,1.0,3000000.0,0.2767968876617602,21712728.0,21068543.0
Villanova University,Big East,non-P5,1,volleyball,Big East,non-P5,1.0,,19.0,,1864439.0,,1864439.0,20.0,8.0,0.0,2018.0,100.0,100.0,0.0,0.0,0.2767968876617602,1864439.0,1864439.0
Xavier University,Big East,non-P5,0,basketball,Big East,non-P5,0.0,20.0,16.0,16016940.0,3696345.0,11742338.0,3696344.0,15.0,18.0,0.0,2018.0,78.0,40.0,0.0,0.0,0.2793318509475916,19713285.0,15438682.0
Xavier University,Big East,non-P5,0,volleyball,Big East,non-P5,0.0,,17.0,,1279154.0,,1279157.0,26.0,5.0,0.0,2018.0,100.0,70.0,0.0,0.0,0.2793318509475916,1279154.0,1279157.0
Xavier University,Big East,non-P5,0,soccer,Big East,non-P5,0.0,31.0,35.0,88550.0,1435867.0,1271264.0,1435866.0,5.0,6.0,4.0,2018.0,100.0,71.0,0.0,0.0,0.2793318509475916,1524417.0,2707130.0
Gonzaga University,WCC,non-P5,0,basketball,WCC,non-P5,0.0,19.0,16.0,19510548.0,5850940.0,13588661.0,5699567.0,31.0,4.0,0.0,2018.0,86.0,40.0,1.0,5000000.0,0.1554316626731594,25361488.0,19288228.0
Gonzaga University,WCC,non-P5,0,volleyball,WCC,non-P5,0.0,,18.0,,1775851.0,,1864491.0,14.0,15.0,0.0,2018.0,100.0,89.0,0.0,0.0,0.1554316626731594,1775851.0,1864491.0
Gonzaga University,WCC,non-P5,0,soccer,WCC,non-P5,0.0,31.0,36.0,1625864.0,1929509.0,1710680.0,2032285.0,5.0,8.0,3.0,2018.0,95.0,92.0,0.0,0.0,0.1554316626731594,3555373.0,3742965.0
Saint Mary's College of California,WCC,non-P5,0,basketball,WCC,non-P5,0.0,15.0,15.0,8298148.0,2874127.0,8298148.0,2874127.0,27.0,6.0,0.0,2018.0,91.0,69.0,0.0,0.0,0.2792305897906867,11172275.0,11172275.0
Saint Mary's College of California,WCC,non-P5,0,volleyball,WCC,non-P5,0.0,,16.0,,1481557.0,,1481557.0,11.0,18.0,0.0,2018.0,92.0,82.0,0.0,0.0,0.2792305897906867,1481557.0,1481557.0
Saint Mary's College of California,WCC,non-P5,0,soccer,WCC,non-P5,0.0,35.0,39.0,1427481.0,1726727.0,1427481.0,1726727.0,2.0,8.0,6.0,2018.0,94.0,62.0,0.0,0.0,0.2792305897906867,3154208.0,3154208.0
University of Denver,Summit League,non-P5,0,basketball,Summit League,non-P5,0.0,15.0,15.0,3783572.0,2564970.0,3783572.0,2564970.0,15.0,16.0,0.0,2018.0,100.0,19.0,0.0,0.0,0.2717447244772839,6348542.0,6348542.0
University of Denver,Summit League,non-P5,0,volleyball,Summit League,non-P5,0.0,,15.0,,1592057.0,,1592057.0,17.0,11.0,0.0,2018.0,100.0,73.0,0.0,0.0,0.2717447244772839,1592057.0,1592057.0
University of Denver,Summit League,non-P5,0,soccer,Summit League,non-P5,0.0,36.0,32.0,2387022.0,1950934.0,2387022.0,1950934.0,12.0,7.0,3.0,2018.0,100.0,68.0,0.0,0.0,0.2717447244772839,4337956.0,4337956.0
